Country,ISO Code,id #,Latitude,Longitude,BCM,Avg. temp (K),Ellipticity,Detection freq.,Clear obs.,Type,Years,Tanggal (Date),anomaly,anomaly_score,efficiency,predicted_efficiency,status_efficiency
Indonesia,IDN,9199,1.26082,101.133598,5.707814134509218e-05,1820.8709768857643,2.11757,83.4951,1,upstream,2019,2019-01-19,1,0.1115705802999083,92.50089563434842,92.50542296423522,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.187216483846497e-05,1844.2091069619971,2.11757,83.4951,1,upstream,2019,2019-01-20,1,0.08517853993997643,92.25487458577348,92.25985302074236,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.899728566247391e-05,1765.0905924144067,2.11757,83.4951,1,upstream,2019,2019-01-21,1,0.034587981916146315,91.75117735789668,91.74919587450776,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.47679621780424e-05,1858.7438979659496,2.11757,83.4951,0,upstream,2019,2019-01-22,-1,-0.02573540908168992,91.11064276185526,91.10380838289586,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.939379552686323e-05,1905.0905924144067,2.11757,83.4951,0,upstream,2019,2019-01-23,1,0.029908180284092256,93.11152637145774,93.04690011749285,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.712777917811699e-05,1802.4132585902044,2.11757,83.4951,0,upstream,2019,2019-01-24,1,0.09893887979603266,92.31135466809035,92.28842386613964,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.829901553018306e-05,1905.0905924144067,2.11757,83.4951,0,upstream,2019,2019-01-25,1,0.031801084517723344,93.22100437112576,93.1896527580845,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.165581925309872e-05,1841.4690135773897,2.11757,83.4951,0,upstream,2019,2019-01-26,1,0.08891701556275572,92.24910821046403,92.25149547469093,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.666651538468232e-05,1765.0905924144067,2.11757,83.4951,0,upstream,2019,2019-01-27,1,0.04217471178029941,91.98425438567584,92.00447477327828,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.989054786025632e-05,1821.5967540155295,2.11757,83.4951,0,upstream,2019,2019-01-28,1,0.09874427716950229,92.22691275412966,92.22922481605329,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.387760483528351e-05,1881.6559421288248,2.11757,83.4951,1,upstream,2019,2019-01-29,1,0.030547739087554815,92.4287989377599,92.42406913767594,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.180936931143262e-05,1905.0666946331496,2.11757,83.4951,0,upstream,2019,2019-01-30,1,0.02103226461412,92.86973001518822,92.81222920855184,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.899372258494229e-05,1860.224041603216,2.11757,83.4951,0,upstream,2019,2019-01-31,1,0.011104640108734354,91.70286815753794,91.69856549406646,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.026293161690231e-05,1889.9563971451705,2.11757,83.4951,0,upstream,2019,2019-02-01,1,0.03565308002278511,92.87327080976146,92.892442670861,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.113322101130556e-05,1793.8680984621744,2.11757,83.4951,0,upstream,2019,2019-02-02,1,0.0712562311544166,91.82535888349119,91.8202383283735,Baik
Indonesia,IDN,9199,1.26082,101.133598,0.0002244723681557,2387.748935077668,2.11757,83.4951,0,upstream,2019,2019-02-03,-1,-0.2554858957269661,81.43025253520669,81.97786269611066,Buruk
Indonesia,IDN,9199,1.26082,101.133598,6.47412294723069e-05,1811.28143686262,2.11757,83.4951,0,upstream,2019,2019-02-04,1,0.06167753433313261,91.63869142139552,91.63751051254809,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.785518577312124e-05,1776.309517544344,2.11757,83.4951,0,upstream,2019,2019-02-05,-1,-0.06273873212009606,89.97757659813132,90.1056855974337,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.671129031594148e-05,1813.91338475469,2.11757,83.4951,0,upstream,2019,2019-02-06,1,0.10588661694470586,92.46800481595275,92.45891784661961,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.727587872103468e-05,1861.757756939655,2.11757,83.4951,0,upstream,2019,2019-02-07,-1,-0.04769959373152288,90.88998969729307,90.90856697786768,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.370785756489939e-05,1842.5335440978124,2.11757,83.4951,0,upstream,2019,2019-02-08,1,0.1253975610035013,93.0545496844882,93.05361216620037,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.442196781852703e-05,1865.4653086976184,2.11757,83.4951,0,upstream,2019,2019-02-09,1,0.04799705380513164,92.21245630512348,92.15613230850853,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.011099531568566e-05,1802.312601802021,2.11757,83.4951,1,upstream,2019,2019-02-10,1,0.08627392214437007,92.01202648645165,92.01272959409829,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.650142139799464e-05,1804.4472164759916,2.11757,83.4951,0,upstream,2019,2019-02-11,1,0.10491604196793197,92.39433002496044,92.39573489572822,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.798783183883583e-05,1842.2519497477788,2.11757,83.4951,1,upstream,2019,2019-02-12,1,0.035136423657851634,91.62373631359421,91.64222835454785,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.72354344032964e-05,1813.9979192287208,2.11757,83.4951,1,upstream,2019,2019-02-13,1,0.038273517153405434,91.41643575195758,91.42749612894404,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.903497656393306e-05,1880.65531330001,2.11757,83.4951,0,upstream,2019,2019-02-14,1,0.05649437249688516,92.90305547660678,92.89835797318237,Baik
Indonesia,IDN,9199,1.26082,101.133598,4.7515279090451855e-05,1813.1309314611951,2.11757,83.4951,0,upstream,2019,2019-02-15,1,0.12840618014500232,93.37978140556677,93.38082007158262,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.949918221201388e-05,1817.751968911813,2.11757,83.4951,0,upstream,2019,2019-02-16,1,0.09943169311852035,92.22760146791674,92.22635273059379,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.374109236585498e-05,1849.749971899804,2.11757,83.4951,0,upstream,2019,2019-02-17,1,0.0693337442677765,92.12339048241255,92.12513736373599,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.269898863038783e-05,1821.4655057039445,2.11757,83.4951,0,upstream,2019,2019-02-18,1,0.0844775826917113,91.94475619400068,91.94780215254299,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.841898390871058e-05,1791.867538640597,2.11757,83.4951,0,upstream,2019,2019-02-19,1,0.006979321622103796,91.07677699553491,91.08775779793314,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.735110816775383e-05,1796.6131385452836,2.11757,83.4951,0,upstream,2019,2019-02-20,-1,-0.0483768275120936,90.23102056867745,90.33296981856815,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.582446341691016e-05,1853.91240095865,2.11757,83.4951,0,upstream,2019,2019-02-21,1,0.04780099515680869,91.95667766789549,91.96357671080392,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.699174225557101e-05,1787.5356894047345,2.11757,83.4951,0,upstream,2019,2019-02-22,1,0.023083023471298647,91.17618266849024,91.1815816532081,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.380918740731648e-05,1883.991347378615,2.11757,83.4951,0,upstream,2019,2019-02-23,1,0.02935286111899671,92.45899473305451,92.4556239368375,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.157813048908732e-05,1810.9266174638456,2.11757,83.4951,0,upstream,2019,2019-02-24,-1,-0.00043236239842647795,90.95145312572971,90.93316936922008,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.671588911771302e-05,1856.658146008289,2.11757,83.4951,0,upstream,2019,2019-02-25,1,0.037232685256249454,91.89499254831159,91.8897791314899,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.836718151542542e-05,1813.0261505733693,2.11757,83.4951,0,upstream,2019,2019-02-26,1,0.02217455947375646,91.29354335419116,91.30564255921333,Baik
Indonesia,IDN,9199,1.26082,101.133598,0.0002054595031118,2378.2964220403005,2.11757,83.4951,2,upstream,2019,2019-02-27,-1,-0.24750056639658657,83.237013909223,83.324187972007,Buruk
Indonesia,IDN,9199,1.26082,101.133598,7.640612777814886e-05,1803.057144114534,2.11757,83.4951,0,upstream,2019,2019-02-28,-1,-0.04147689243352437,90.38995866333046,90.41526541445417,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.440690306114304e-05,1843.704221294563,2.11757,83.4951,0,upstream,2019,2019-03-01,1,0.06968181799535134,91.99635190683132,91.99525682961932,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.0629989994613006e-05,1871.9030137599632,2.11757,83.4951,0,upstream,2019,2019-03-02,1,0.06191616482500961,92.65603113813833,92.64158162588124,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.607032672474843e-05,1826.4327211343032,2.11757,83.4951,0,upstream,2019,2019-03-03,1,0.06030373924641885,91.65729453886819,91.66427506493035,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.130360389936116e-05,1832.798885032896,2.11757,83.4951,2,upstream,2019,2019-03-04,1,0.006004769113311603,91.19762846039285,91.20472696009476,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.648854268587775e-05,1863.350200052305,2.11757,83.4951,0,upstream,2019,2019-03-05,1,0.03763236703583994,91.98464773193528,91.99200346023197,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.073015130815671e-05,1864.5090461732111,2.11757,83.4951,0,upstream,2019,2019-03-06,-1,-0.0028325825077679667,91.57207533091643,91.57085807264748,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.761107397332578e-05,1833.743382213716,2.11757,83.4951,1,upstream,2019,2019-03-07,1,0.10283943333307466,92.57632642480458,92.57876340863379,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.610083383391918e-05,1819.5687961774213,2.11757,83.4951,1,upstream,2019,2019-03-08,1,0.11488739498449002,92.58560457838229,92.58150219682942,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.855113483474271e-05,1837.9835509949828,2.11757,83.4951,1,upstream,2019,2019-03-09,1,0.09964609869137442,92.52472202647556,92.53401874392276,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.30721672419988e-05,1828.4086902158149,2.11757,83.4951,0,upstream,2019,2019-03-10,1,0.12985883134273207,92.97687017795828,92.97866252245586,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.352185216250548e-05,1846.0446877279965,2.11757,83.4951,0,upstream,2019,2019-03-11,1,0.07330877663473279,92.10826166102942,92.10436198148238,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.9423499912320216e-05,1793.2911274748053,2.11757,83.4951,0,upstream,2019,2019-03-12,1,0.08219844647619945,91.99056128351603,91.98702842901386,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.201635684916926e-05,1844.7919476919628,2.11757,83.4951,0,upstream,2019,2019-03-13,1,0.003264327607023443,91.2462837920027,91.2522554728523,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.289132576792142e-05,1809.9499728484304,2.11757,83.4951,0,upstream,2019,2019-03-14,1,0.123689007515418,92.81036715169216,92.8107824200552,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.44792846587668e-05,1866.7966588165743,2.11757,83.4951,0,upstream,2019,2019-03-15,-1,-0.03143680934034254,91.22003812228905,91.25601666313938,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.524285077975876e-05,1811.5542176864387,2.11757,83.4951,0,upstream,2019,2019-03-16,1,0.11215657297405329,92.5912570988885,92.59714558840784,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.329328031292574e-05,1812.161750562724,2.11757,83.4951,0,upstream,2019,2019-03-17,1,0.12310792691507971,92.79228947433467,92.78859575386687,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.643027135011831e-05,1850.6795512688177,2.11757,83.4951,0,upstream,2019,2019-03-18,1,0.10437982776086469,92.86376837767634,92.84520083565165,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.748564636003003e-05,1835.5880085229735,2.11757,83.4951,1,upstream,2019,2019-03-19,-1,-0.03746156404880652,90.60731544922672,90.66228929488811,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.238118759997182e-05,1905.0905924144067,2.11757,83.4951,1,upstream,2019,2019-03-20,1,0.01544573329159471,92.81278716414688,92.80106015163305,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.670098843630346e-05,1778.065001045008,2.11757,83.4951,0,upstream,2019,2019-03-21,1,0.01599236320363917,91.11055116681973,91.10933775862937,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.129041789119103e-05,1838.9354455578227,2.11757,83.4951,0,upstream,2019,2019-03-22,1,0.09032397099084832,92.26031266645913,92.26233112596897,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.200198810058908e-05,1874.62832438844,2.11757,83.4951,1,upstream,2019,2019-03-23,1,0.05371701192006084,92.5460844338255,92.54073267642491,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.884814402984848e-05,1814.8496051119512,2.11757,83.4951,0,upstream,2019,2019-03-24,1,0.09985474839053143,92.26368164813466,92.26677407095941,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.307012417588105e-05,1803.221067848511,2.11757,83.4951,1,upstream,2019,2019-03-25,1,0.06946473032512762,91.725198260897,91.71594236471773,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.643676107302394e-05,1804.6103297467853,2.11757,83.4951,0,upstream,2019,2019-03-26,1,0.04448344223355394,91.40242719016545,91.3996310976035,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.541514057004567e-05,1778.6719511266538,2.11757,83.4951,0,upstream,2019,2019-03-27,-1,-0.04605030924080633,90.24520545426198,90.23659916009798,Baik
Indonesia,IDN,9199,1.26082,101.133598,4.846742974608509e-05,1882.330254370281,2.11757,83.4951,2,upstream,2019,2019-03-28,1,0.09654084768236665,93.9765595690943,93.97870929809869,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.490326689916584e-05,1823.5539854511824,2.11757,83.4951,0,upstream,2019,2019-03-29,-1,-0.020268321620627083,90.74521316459524,90.76269431840723,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.668979995381792e-05,1819.4096425213984,2.11757,83.4951,0,upstream,2019,2019-03-30,1,0.04943106740224901,91.5251164298322,91.52737084566648,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.989576030502364e-05,1765.0905924144067,2.11757,83.4951,1,upstream,2019,2019-03-31,1,0.02944017221505746,91.6613298936417,91.66862337505869,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.853076259156338e-05,1784.9107923782408,2.11757,83.4951,0,upstream,2019,2019-04-01,1,0.0728421195443581,91.99603166462607,91.99072962327455,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.06014878536522e-05,1886.379233857575,2.11757,83.4951,0,upstream,2019,2019-04-02,-1,-0.026676891490026167,91.80364355321053,91.74212932133452,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.442202930203014e-05,1845.699290727927,2.11757,83.4951,1,upstream,2019,2019-04-03,1,0.0686650922672899,92.01478997707626,92.0083475697859,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.104938429517065e-05,1875.9181214617852,2.11757,83.4951,0,upstream,2019,2019-04-04,1,0.10228670703317938,93.65424278510079,93.64902993209996,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.543910690292848e-05,1871.4903278084507,2.11757,83.4951,1,upstream,2019,2019-04-05,1,0.03494394128406708,92.17099258779166,92.16368235192249,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.136526383093779e-05,1800.068882594354,2.11757,83.4951,0,upstream,2019,2019-04-06,-1,-0.004844385704168674,90.86416244284976,90.84147171504718,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.919211585528707e-05,1905.0905924144067,2.11757,83.4951,0,upstream,2019,2019-04-07,-1,-0.02943457383885273,92.13169433861536,92.02723937561558,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.793053011551542e-05,1903.3312332604496,2.11757,83.4951,0,upstream,2019,2019-04-08,1,0.036544112433146037,93.24025932105296,93.23551780156055,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.250613833867666e-05,1815.3587669401004,2.11757,83.4951,0,upstream,2019,2019-04-09,1,0.12548849648387567,92.90297383553334,92.89989971597966,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.02127337621778e-05,1765.0905924144067,2.11757,83.4951,1,upstream,2019,2019-04-10,1,0.02747979961348246,91.62963254792629,91.63052940370596,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.785518577312124e-05,1822.611969266364,2.11757,83.4951,1,upstream,2019,2019-04-11,-1,-0.037870541212889464,90.44060111535153,90.5044477216715,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.096645145047275e-05,1843.4309615886573,2.11757,83.4951,0,upstream,2019,2019-04-12,1,0.12974511587057114,93.3376644708393,93.31614880606865,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.629310638538065e-05,1815.2204261972577,2.11757,83.4951,1,upstream,2019,2019-04-13,1,0.11036233301935444,92.5228936234345,92.52437301639422,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.565886101933263e-05,1827.3373190304417,2.11757,83.4951,0,upstream,2019,2019-04-14,1,0.06183884011387131,91.70748708837115,91.7132133510711,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.174071133387937e-05,1806.087561142584,2.11757,83.4951,0,upstream,2019,2019-04-15,1,0.0793361691720168,91.8868044780379,91.90058105522974,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.1166682968313e-05,1867.3478075567916,2.11757,83.4951,0,upstream,2019,2019-04-16,1,0.06405243446424619,92.5568097787366,92.56661312330964,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.785518577312124e-05,1837.3177558273064,2.11757,83.4951,0,upstream,2019,2019-04-17,-1,-0.03990336613192158,90.58765898096095,90.66715162377069,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.6213275677413526e-05,1868.3935846174104,2.11757,83.4951,0,upstream,2019,2019-04-18,1,0.09218543480292091,93.06260827843276,93.03466384612133,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.257691481059905e-05,1877.8677095316848,2.11757,83.4951,1,upstream,2019,2019-04-19,1,0.044542848150117886,92.52098561425694,92.5068987183847,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.421669566749488e-05,1765.0905924144067,2.11757,83.4951,0,upstream,2019,2019-04-20,1,0.006284545341104453,91.22923635739458,91.22628412910274,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.658132344945874e-05,1808.1223150352128,2.11757,83.4951,0,upstream,2019,2019-04-21,1,0.10593582239901034,92.42309080540626,92.43096214043109,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.175791501740383e-05,1813.249567136988,2.11757,83.4951,0,upstream,2019,2019-04-22,1,0.1236882801972593,92.9567041696295,92.95132755333375,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.47280005562909e-05,1905.0905924144067,2.11757,83.4951,0,upstream,2019,2019-04-23,1,0.003267354392128663,92.57810586851497,92.5291822156292,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.644185109819719e-05,1840.305780255918,2.11757,83.4951,0,upstream,2019,2019-04-24,-1,-0.03666846412096325,90.75887269273946,90.77090864739753,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.575398425260403e-05,1863.530213287114,2.11757,83.4951,0,upstream,2019,2019-04-25,1,0.04100311989051342,92.05990370761074,92.05415636683588,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.33684309027091e-05,1769.2663804897988,2.11757,83.4951,0,upstream,2019,2019-04-26,1,0.019376080598899614,91.35582071462709,91.35939548958979,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.331274085728732e-05,1840.10313325182,2.11757,83.4951,0,upstream,2019,2019-04-27,1,0.07653963158527649,92.06975724678946,92.07282140909338,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.072513993432463e-05,1869.330846788476,2.11757,83.4951,0,upstream,2019,2019-04-28,1,0.06438597824123204,92.6207944744523,92.61211272946807,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.166191822020331e-05,1865.259370391512,2.11757,83.4951,0,upstream,2019,2019-04-29,-1,-0.007832849069828063,91.48640188189478,91.46818084269108,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.885146457670621e-05,1856.909572776479,2.11757,83.4951,0,upstream,2019,2019-04-30,1,0.08374345206138628,92.68394927009417,92.6804419010611,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.239404618537166e-05,1835.545610141736,2.11757,83.4951,0,upstream,2019,2019-05-01,1,0.12736759305877882,93.1160514828802,93.11726984066541,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.06884243049308e-05,1837.2454941362976,2.11757,83.4951,1,upstream,2019,2019-05-02,1,0.13115875033453656,93.3036125108699,93.30311679553473,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.328451396160014e-05,1775.826276299564,2.11757,83.4951,0,upstream,2019,2019-05-03,1,0.030119532197436127,91.42981136683562,91.41959919587524,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.073056001976181e-05,1803.5719414328569,2.11757,83.4951,0,upstream,2019,2019-05-04,-1,-0.003436913076172443,90.96266341235238,90.94227727847044,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.448655252496653e-05,1843.1736308879924,2.11757,83.4951,0,upstream,2019,2019-05-05,1,0.07056997231054651,91.98308105638327,91.98686567203575,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.027799759951069e-05,1810.0314391719896,2.11757,83.4951,0,upstream,2019,2019-05-06,1,0.08716564326668785,92.07251463176883,92.07447145676859,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.616249897107965e-05,1859.1999310605545,2.11757,83.4951,0,upstream,2019,2019-05-07,1,0.041564787997735886,91.97574941349758,91.97469473134248,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.409764871601757e-05,1851.4279816736769,2.11757,83.4951,0,upstream,2019,2019-05-08,1,0.06628901545137639,92.10451494513502,92.10349844624422,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.895186789998177e-05,1882.9485513296763,2.11757,83.4951,0,upstream,2019,2019-05-09,-1,-0.012714021701975886,91.93429872329858,91.90724195325946,Baik
Indonesia,IDN,9199,1.26082,101.133598,7.274673347154402e-05,1868.6294763297467,2.11757,83.4951,0,upstream,2019,2019-05-10,-1,-0.0187666499765744,91.41162141614306,91.3864956792013,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.5446205571845175e-05,1843.0447417341163,2.11757,83.4951,0,upstream,2019,2019-05-11,1,0.11709483277044286,92.88582686015664,92.88352525562568,Baik
Indonesia,IDN,9199,1.26082,101.133598,4.7515279090451855e-05,1861.2699076065735,2.11757,83.4951,0,upstream,2019,2019-05-12,1,0.1193345231979378,93.86117116702056,93.84779459288748,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.001883401536936e-05,1870.269168094895,2.11757,83.4951,0,upstream,2019,2019-05-13,1,0.06753524079888357,92.70080827941202,92.69523836781876,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.4953551183326784e-05,1817.3302874076276,2.11757,83.4951,0,upstream,2019,2019-05-14,1,0.11721444145151316,92.67794775574359,92.67382753403946,Baik
Indonesia,IDN,9199,1.26082,101.133598,6.899561586792492e-05,1823.5640074732137,2.11757,83.4951,0,upstream,2019,2019-05-15,1,0.021258078918949264,91.33607848793964,91.34112784510039,Baik
Indonesia,IDN,9199,1.26082,101.133598,5.719117749230287e-05,1831.7016811056371,2.11757,83.4951,1,upstream,2019,2019-05-16,1,0.10491462258299483,92.59789906182608,92.60400073838268,Baik
Indonesia,IDN,9199,1.26082,101.133598,4.845749521894289e-05,1818.4470233686543,2.11757,83.4951,0,upstream,2019,2019-05-17,1,0.13243657604038345,93.33872071179225,93.33770503615712,Baik
